jumlah_dosen,univ_name
80,Universitas Peradaban
49,Universitas Selamat Sri
107,Universitas Ngudi Waluyo
0,Universitas Nahdlatul Ulama Purwokerto
0,Universitas Nasional Karangturi Semarang
95,IKIP Veteran Jawa Tengah
0,IKIP PGRI Semarang
72,Institut Teknologi Telkom Purwokerto
13,Sekolah Tinggi Ilmu Komunikasi
12,Sekolah Tinggi Ilmu Ekonomi Anindyaguna
27,Sekolah Tinggi Ilmu Ekonomi Surakarta
14,Sekolah Tinggi Ilmu Ekonomi Satria
30,Sekolah Tinggi Ilmu Ekonomi Atma Bhakti
15,Sekolah Tinggi Ilmu Ekonomi Widya Manggala
36,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang
15,Sekolah Tinggi Ilmu Pertanian Farming
38,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia
19,Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama
23,Sekolah Tinggi Ilmu Ekonomi St Pignatelli
30,Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah
9,Sekolah Tinggi Ilmu Ekonomi Widya Manggalia
0,Sekolah Tinggi Ilmu Ekonomi Nahdlatul Ulama
10,Sekolah Tinggi Ilmu Ekonomi Trianandra
0,Sekolah Tinggi Bahasa Asing Satya Wacana
8,Sekolah Tinggi Ilmu Ekonomi Swasta Mandiri
17,STMIK Widya Utama
29,STMIK Bina Patria
31,Sekolah Tinggi Ilmu Ekonomi AMA
82,Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa
50,Sekolah Tinggi Ilmu Ekonomi Semarang
25,Sekolah Tinggi Ilmu Ekonomi Totalwin
19,Sekolah Tinggi Ilmu Ekonomi Wijaya Mulya
14,Sekolah Tinggi Ilmu Ekonomi Pelita Nusantara
15,Sekolah Tinggi Ilmu Ekonomi Assholeh
23,Sekolah Tinggi Ilmu Ekonomi YPPI
52,Sekolah Tinggi Ilmu Farmasi Yayasan Pharmasi
0,Sekolah Tinggi Ilmu Kesehatan Ngudi Waluyo
43,Sekolah Tinggi Ilmu Ekonomi Putra Bangsa
1,Sekolah Tinggi Ilmu Perikanan Kalinyamat
11,Sekolah Tinggi Ilmu Ekonomi Rajawali
44,STMIK Sinar Nusantara
0,STIMIK Banjarnegara
26,STMIK AUB Surakarta
77,STMIK Widya Pratama
23,Sekolah Tinggi Teknik Wiworotomo
16,Sekolah Tinggi Ilmu Administrasi Madani
56,Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa Purwokerto
14,STMIK Himsya
15,Sekolah Tinggi Teknologi Muhammadiyah Kebumen
129,Sekolah Tinggi Elektronika Dan Komputer Pat
0,Sekolah Tinggi Bahasa Asing IEC Solo
51,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Gombong
40,Sekolah Tinggi Teknologi Ronggolawe
33,Sekolah Tinggi Ilmu Kesehatan Hakli
17,STMIK AKI Pati
0,STIKES Al-Irsyad Al-Islamiyyah
19,Sekolah Tinggi Ilmu Ekonomi Tamansiswa
42,Sekolah Tinggi Ilmu Kesehatan Cendekia Utama
11,STIMIK Pro Visi
55,STMIK Duta Bangsa
37,Sekolah Tinggi Ilmu Kesehatan Kendal
8,STMIK YMI Tegal
29,STIE Muhammadiyah Pekalongan
0,Sekolah Tinggi Teknologi & Desain Nahdlatul Ulama
17,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap
83,STMIK Amikom Purwokerto
45,Sekolah Tinggi Ilmu Kesehatan 'Aisyiyah Surakarta
8,STIMIK Tunas Bangsa Banjarnegara
64,STIKES Muhammadiyah Pekajangan
14,Sekolah Tinggi Kesehatan Bina Cipta Husada
26,Sekolah Tinggi Ilmu Kesehatan Duta Gama Klaten
48,STIKES Bhakti Mandala Husada Slawi
40,STIKES Muhammadiyah Klaten
18,Sekolah Tinggi Ilmu Komputer Yos Sudarso
35,STIKES Karya Husada Semarang
25,Sekolah Tinggi Pariwisata Sahid Surakarta
37,STIKES An-Nur Purwodadi
0,Sekolah Tinggi Teknologi YPT Purbalingga
56,Sekolah Tinggi Ilmu Kesehatan Widya Husada
55,STIKES Telogorejo Semarang
36,Sekolah Tinggi Maritim Dan Transpor AMNI
25,Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang
34,STIA Asuh Mitra Solo
0,STKIP Islam Bumi Ayu
27,Sekolah Tinggi Ilmu Ekonomi AKA
75,STIKES Muhammadiyah Kudus
77,STIKES Kusuma Husada Surakarta
58,STIKES  Al Irsyad Al Islamiyyah Cilacap
0,STIE Islam Bumiayu
34,STIKES PKU Muhammadiyah Surakarta
0,Sekolah Tinggi Teknologi Telematika Telkom
0,Sekolah Tinggi Ilmu Ekonomi Selamat Sri Kendal
0,Sekolah Tinggi Teknologi Telekomunikasi Purwokerto
37,Sekolah Tinggi Ilmu Ekonomi AAS
20,STIKES Paguwarmas Maos
25,STKIP Darussalam Cilacap
33,STIKES Mitra Husada Karanganyar
17,STKIP Majenang 
22,STIKES Estu Utomo
51,Sekolah Tinggi Ilmu Kesehatan Nasional
7,STKIP Nahdlatul Ulama Kabupaten Tegal
0,STMIK Muhammadiyah Paguyangan Brebes
0,STIKES Ibnu Sina Ajibarang
0,STT Minyak dan Gas Cilacap
26,STIKES Mamba ul Ulum Surakarta
0,STKIP Muhammadiyah Blora
0,Akademi Bahasa 17 Agustus 1945 Semarang
0,Akademi Teknik Mesin Industri Surakarta
26,Akademi Pelayaran Niaga Indonesia Semarang
0,Akademi Keuangan Dan Akuntansi Wika Jasa
0,Akademi Teknologi Semarang
7,Akademi Sekretari Marsudirini Santa Maria
0,Akademi Sekretari Dan Manajemen Indonesia Solo
0,Akademi Bahasa Asing IEC Semarang
14,Akademi Kesejahteraan Sosial Ibu Kartini
7,Akademi Pertanian Hkti Banyumas
8,Akademi Peternakan Karanganyar
7,Akademi Bahasa Asing St Pignatelli
11,Akademi Kimia Industri Santo Paulus Semarang
0,Akademi Pertanian Muhammadiyah Pemalang
21,Akademi Maritim Nusantara Cilacap
0,Akademi Manajemen Industri Surakarta
6,AMIK Veteran Purwokerto
0,Akademi Pertanian Pragolapati
11,AMIK Harapan Bangsa Surakarta
6,Akademi Statistika Muhammadiyah Semarang
48,Akademi Teknologi Warga Surakarta
12,Akademi Pariwisata Widya Nusantara Surakarta
7,AMIK YMI Tegal
2,Akademi Pertanian PGRI Wonosobo
0,Akademi Akuntansi Dian Kartika
7,AMIK PGRI Kebumen
21,Akademi Teknik Perkapalan Veteran
14,Akademi Pariwisata Mandala Bhakti
0,Akademi Teknik Fajar Indonesia Surakarta
0,Akademi Teknologi Arie Lasut
1,Akademi Pariwisata Eka Sakti
5,Akademi Akuntansi Muhammadiyah Klaten
22,AMIK Cipta Darma
0,Akademi Desain Surakarta
5,Akademi Teknik Wacana Manunggal Semarang
0,Akademi Perikanan Dan Kelautan Sri Mukti
12,Akademi Manajemen Indonesia Semarang
10,Akademi Akuntansi Effendi Harahap
12,Akademi Seni Dan Desain Indonesia Surakarta
6,Akademi Sekretari Dan Manajemen Santa Anna
8,Akademi Teknik Tirta Wiyata
6,Akademi Analis Kesehatan Pekalongan
6,Akademi Bahasa Asing Harapan Bangsa
17,Akademi Perikanan Baruna
0,Akademi Kebidanan Mamba ul Ulum Surakarta
16,AMIK Jakarta Teknologi Cipta
0,Akademi Kebidanan Kusuma Husada
0,Akademi Keperawatan Kusuma Husada
0,Akademi Keperawatan Bhakti Mulia
0,Akademi Farmasi Bhakti Mulia
0,Akademi Kebidanan Estu Utomo
0,Akademi Kebidanan Ngudi Waluyo
3,Akademi Bahasa Asing Prawira Martha Sukoharjo
14,Akademi Kebidanan An-Nur Purwodadi
8,Akademi Kebidanan Giri Satria Husada
12,Akademi Teknologi AUB
2,Akademi Bahasa Asing IEC Putra Bangsa tegal
0,Akademi Teknik Telekomunikasi
17,Akademi Kebidanan YLPP Purwokerto
9,Akademi Bahasa Asing RA Kartini Surakarta
0,Akademi Kesehatan Muhammadiyah Kudus
0,Apikes Bhakti Mulia
0,Akademi Kebidanan Paguwarmas Maos
32,Akademi Perekam Medik & Info Kes Citra Medika
7,Akademi Kebidanan Karsa Mulia
10,Akademi Keperawatan Yappi Sragen
10,Akademi Kebidanan Abdi Husada
11,Akademi Keuangan Perbankan Widya Buana
5,Akademi Manajemen Rumah Sakit Kusuma Husada
0,Akademi Perekam Medik Dan Infokes Mitra Husada
0,Akademi Kebidanan Mitra Husada Karanganyar
7,Akademi Keperawatan Al-Hikmah Brebes
10,Akademi Pelayaran Nasional Surakarta
0,Akademi Farmasi Nasional Surakarta
17,Akademi Keperawatan Panti Kosala
11,Akademi Kebidanan Mardi Rahayu
5,Akademi Keperawatan Pemerintah Kab Purworejo
11,Akademi Kebidanan Bakti Utama Pati
12,Akademi Kebidanan Islam Al-hikmah
18,Akademi Kebidanan Duta Dharma Pati
16,Akademi Keperawatan Yakpermas Banyumas
0,Akademi Keperawatan Mamba ul Ulum Surakarta
5,Akademi Farmasi Kusuma Husada Purwokerto
26,Akademi Seni Mangkunegaran Surakarta
14,Akademi Keperawatan Ngesti Waluyo Parakan
10,Akademi Keperawatan Insan Husada Surakarta
12,Akademi Keperawatan Karya Bhakti Nusantara
0,Akademi Keperawatan Kendal
8,Akademi Keperawatan Alkautsar Temanggung
12,Akademi Kebidanan Uniska
11,Akademi Kebidanan Yappi Sragen
0,Akademi Keperawatan Islam Sultan Agung Semarang
12,Akademi Keperawatan Muhammadiyah Kendal
0,Akademi Keperawatan Asih Husada Semarang
12,Akademi Keperawatan Serulingmas
19,Akademi Kebidanan Panti Wilasa
0,Akademi Keperawatan St Elizabeth Semarang
31,AMIK BSI Purwokerto
2,Akademi Kebidanan Dulang Mas
5,Akademi Keperawatan Krida Husada
9,Akademi Keperawatan Giri Satria Husada
1,Akademi Kebidanan Siti Fatimah
12,Akademi Farmasi Theresiana Semarang
3,Akademi Kebidanan Perwira Husada Purwokerto
6,Akademi Kebidanan Bhakti Pertiwi Pemalang
16,Akademi Kebidanan Ar-Rum Salatiga
8,Akademi Kebidanan Citra Medika Surakarta
7,Akademi Kebidanan Bhakti Nusantara Salatiga
0,Akademi Akuntansi Surakarta
9,Akademi Analis Kesehatan 17 Agustus 1945 Semarang
12,Akademi Kebidanan Harapan Ibu Pekalongan
17,Akademi Kebidanan YPBHK Brebes
7,Akademi Keperawatan Patria Husada Surakarta
0,Akademi Kebidanan Bhakti Mulia
14,Akademi Kebidanan Bhakti Putra Bangsa Purworejo
4,Akademi Kebidanan KH Putra
0,Akademi Kebidanan Muhammadiyah Surakarta
7,Akademi Kebidanan Muslimat Nahdlatul Ulama Kudus
0,Akademi Analis Kesehatan Nasional Surakarta
4,Akademi Kebidanan Soko Tunggal
0,AKPER PKU Muhammadiyah Surakarta
0,Akademi Keperawatan Ngudi Waluyo Ungaran
16,Akademi Keperawatan 17 Karanganyar
14,Akademi Enterpreneurship Terang Bangsa
11,Akademi Keperawatan Kesdam IV/Diponegoro
12,Akademi Kebidanan Graha Mandiri Cilacap
13,Akademi Farmasi Nusaputera Semarang
8,Akademi Kesehatan Asih Husada
7,AKBID Wira Husada Nusantara
9,Akademi Fisioterapi Widya Husada
9,Akademi Keperawatan Widya Husada
5,Akademi Farmasi 17 Agustus 1945 Semarang
7,Akademi Analis Kesehatan Theresiana
7,Akademi Teknik Elektro Medik
6,Akademi Keperawatan Pragolopati
0,Akademi Kebidanan Pemerintah Kabupaten Kudus 
17,AMIK BSI Tegal
5,Akademi Teknik PIKA
19,Akademi Kebidanan Kudus
6,Akademi Teknologi Bank Darah Surakarta
0,Politeknik Jawa Dwipa
59,Politeknik Pratama Mulia
17,Politeknik Muhammadiyah Magelang
0,Politeknik Surakarta
23,Politeknik Pratama
3,Politeknik Ma arif
24,Politeknik Sawunggalih Aji
30,Politeknik Dharma Patria
112,Politeknik Harapan Bersama
41,Politeknik Indonusa Surakarta
22,Politeknik Pusmanu
6,Politeknik Purbaya
10,Politeknik Unggulan Sragen
13,Politeknik Manufaktur Ceper
11,Politeknik Stibisnis
18,Politeknik Muhammadiyah Pekalongan
0,Politeknik Cilacap
22,Politeknik Banjarnegara
9,Politeknik Muhammadiyah Tegal
34,Politeknik Kesehatan BHakti Mulia
69,Politeknik ATMI
12,Politeknik Trisila Dharma
1,Politeknik Baja Tegal
11,Politeknik Mitra Karya Mandiri
5,Politeknik Santo Paulus Surakarta
0,Politeknik Bina Trada Semarang
0,Politeknik Balekambang Jepara
0,Akademi Komunitas Balekambang
0,Akademi Komunitas Semen Indonesia Rembang
356,Universitas 17 Agustus 1945 Surabaya
313,Universitas Kristen Petra
273,Universitas Katolik Widya Mandala Surabaya
351,Universitas Surabaya
261,Universitas Dr Soetomo
77,Universitas Merdeka Surabaya
112,Universitas Sunan Giri
121,Universitas Narotama
344,Universitas Wijaya Kusuma Surabaya
164,Universitas Bhayangkara Surabaya
166,Universitas Wijaya Putra
252,Universitas Muhammadiyah Surabaya
33,Universitas Yos Sudarso
82,Universitas W R Supratman
0,Universitas Putra Bangsa
62,Universitas 45 Surabaya
66,Universitas Widya Kartika
30,Universitas Kartini
37,Universitas Katolik Darma Cendika
83,Universitas Gresik
67,Universitas Mayjen Sungkono
158,Universitas Darul  ulum
666,Universitas Muhammadiyah Malang
296,Universitas Merdeka Malang
70,Universitas Katolik Widya Karya
322,Universitas Islam Malang
166,Universitas Wisnuwardhana
32,Universitas Kristen Cipta Wacana
115,Universitas Widya Gama
44,Universitas Merdeka Pasuruan
307,Universitas Muhammadiyah Jember
51,Universitas Mochammad Sroedji
101,Universitas Islam Jember
119,Universitas 17 Agustus 1945 Banyuwangi
91,Universitas Abdurachman Saleh
49,Universitas Bondowoso
129,Universitas Panca Marga
240,Universitas Kadiri
171,Universitas Islam Kadiri
57,Universitas Tulungagung
94,Universitas Merdeka Madiun
40,Universitas Merdeka Ponorogo
193,Universitas Muhammadiyah Ponorogo
61,Universitas Soerjo
78,Universitas Bojonegoro
40,Universitas Sunan Bonang
151,Universitas Madura
274,Universitas PGRI Adi Buana
226,Universitas Kanjuruhan
98,Universitas Gajayana
49,Universitas Pawyatan Daha
68,Universitas Katolik Widya Mandala Madiun
0,Universitas Tri Tunggal
26,Universitas Lumajang
236,Universitas Hang Tuah
44,Universitas Teknologi Surabaya
94,Universitas Wiraraja
117,Universitas Muhammadiyah Gresik
230,Universitas Muhammadiyah Sidoarjo
195,Universitas Tribhuwana Tungga Dewi
160,Universitas Islam Darul `ulum
0,Universitas Pembangunan Nasional Veteran Jatim
127,Universitas Pesantren Tinggi Darul  ulum
105,Universitas Islam Majapahit
194,Universitas Islam Lamongan
111,Universitas Islam Madura
123,Universitas Yudharta Pasuruan
139,Universitas Islam Balitar
184,Universitas Ciputra Surabaya
274,Universitas Nusantara PGRI Kediri
154,Universitas PGRI Ronggolawe
72,Universitas Ma Chung
151,Universitas PGRI Banyuwangi
0,Universitas Cakrawala
52,Universitas Pelita Harapan Surabaya
103,Universitas Bakti Indonesia
161,Universitas Nahdlatul Ulama Surabaya
97,Universitas Hasyim Asy'ari Tebuireng Jombang
79,Universitas KH. A. Wahab Hasbullah
62,Universitas Nahdlatul Ulama Sidoarjo
73,Universitas Kahuripan Kediri
76,Universitas Islam Raden Rahmat
173,Universitas Darussalam Gontor
92,Universitas Maarif Hasyim Latif
91,Universitas Wahidiyah
41,Universitas Nahdlatul Ulama Sunan Giri
71,Universitas Internasional Semen Indonesia
54,Universitas Nahdlatul Ulama Blitar
258,Universitas PGRI Madiun
53,Universitas Doktor Nugroho Magetan
7,Universitas Billfath
0,Universitas Nurul Jadid
13,Institut Teknologi Pembangunan Surabaya
163,Institut Teknologi Adhi Tama Surabaya
40,IKIP Widya Darma
188,Institut Teknologi Nasional Malang
203,IKIP Budi Utomo
25,Institut Pertanian Malang
159,IKIP PGRI Jember
0,IKIP PGRI Madiun
54,IKIP PGRI Bojonegoro
25,Institut Sains Dan Teknologi Palapa
42,Institut Informatika Indonesia Surabaya
132,Institut Ilmu Kesehatan Bhakti Wiyata Kediri
103,Institut Bisnis dan Informatika STIKOM Surabaya
11,Institut Teknologi Kreatif Bina Nusantara Malang
111,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya
106,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya
33,Sekolah Tinggi Kesenian Wilwatikta
163,Sekolah Tinggi Ilmu Ekonomi Mahardhika
82,Sekolah Tinggi Teknik Surabaya
17,Sekolah Tinggi Ilmu Ekonomi Urip Sumohardjo
25,Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara
0,Sekolah Tinggi Ilmu Ekonomi Pariwisata Satya Widya
15,Sekolah Tinggi Ilmu Komunikasi Aws
9,Sekolah Tinggi Ilmu Bahasa Dan Sastra Satya Widya
0,STKIP Tri Bhuwana
0,STMIK Surabaya
6,Sekolah Tinggi Teknik Raden Wijaya
125,STKIP PGRI Jombang
32,Sekolah Tinggi Ilmu Ekonomi Jaya Negara
63,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara
20,Sekolah Tinggi Filsafat Teologi Widya Sasana
7,Sekolah Tinggi Ilmu Hukum Sunan Giri
16,Sekolah Tinggi Ilmu Ekonomi Kertanegara
29,Sekolah Tinggi Ilmu Administrasi Malang
38,Sekolah Tinggi Ilmu Ekonomi Indonesia Malang
51,STIKI Malang
16,Sekolah Tinggi Sosial Politik Waskita Darma
50,STKIP PGRI Pasuruan
6,Sekolah Tinggi Ilmu Ekonomi Dharma Nasional Jember
7,Sekolah Tinggi Ilmu Pertanian
36,Sekolah Tinggi Ilmu Ekonomi Mandala
10,Sekolah Tinggi Ilmu Ekonomi Kosgoro
25,STKIP PGRI Situbondo
25,STKIP PGRI Lumajang
12,Sekolah Tinggi Ilmu Hukum Jenderal Sudirman
5,STKIP Muhammadiyah Lumajang
11,Sekolah Tinggi Ilmu Hukum Zainul Hasan
22,Sekolah Tinggi Ilmu Administrasi Bayuangga
35,STKIP PGRI Blitar
85,STKIP PGRI Tulungagung
36,STKIP PGRI Nganjuk
13,STKIP Widya Yuwana
18,STISIP Muhammadiyah Madiun
20,STKIP PGRI Ponorogo
40,STKIP PGRI Trenggalek
31,STKIP PGRI Ngawi
15,STKIP PGRI Lamongan
70,STKIP PGRI Bangkalan
16,STKIP PGRI Sampang
69,STKIP PGRI Sumenep
23,Sekolah Tinggi Ilmu Administrasi Panglima Sudirman
17,Sekolah Tinggi Pariwisata Satya Widya
16,Sekolah Tinggi Ilmu Ekonomi Wilwatikta
10,Sekolah Tinggi Bahasa Asing Malang
8,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang
60,Sekolah Tinggi Teknik Malang
13,Sekolah Tinggi Ilmu Administrasi Pembangunan
12,Sekolah Tinggi Teknik Industri Turen
49,Sekolah Tinggi Ilmu Ekonomi Widya Gama
17,Sekolah Tinggi Ilmu Ekonomi Kesumanegara
43,STKIP PGRI Sidoarjo
64,STKIP PGRI Pacitan
25,STMIK Yadika Bangil
10,Sekolah Tinggi Ilmu Perikanan Malang
24,Sekolah Tinggi Ilmu Ekonomi IEU
0,Sekolah Tinggi Teknik Budi Utomo
0,Sekolah Tinggi Ilmu Ekonomi Kediri
26,Sekolah Tinggi Ilmu Komputer PGRI Banyuwangi
0,Sekolah Tinggi Ilmu Ekonomi Cakrawala Malang
17,Sekolah Tinggi Ilmu Ekonomi IBMT
17,Sekolah Tinggi Ilmu Ekonomi Nganjuk
0,Sekolah Tinggi Teknik Widya Darma
12,Sekolah Tinggi Ilmu Ekonomi Widya Darma
32,Sekolah Tinggi Ilmu Ekonomi PGRI Dewantara
5,Sekolah Tinggi Teknologi Cahaya Surya
14,Sekolah Tinggi Ilmu Ekonomi Widya Dharma
0,Sekolah Tinggi Ilmu Ekonomi Dharma Iswara
0,Sekolah Tinggi Teknik Dharma Iswara
5,Sekolah Tinggi Ilmu Ekonomi Fatahillah
11,STIE Muhammadiyah Paciran Lamongan
9,STIA Dan Manajemen Kepelabuhan Barunawati
15,Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro
21,Sekolah Tinggi Ilmu Ekonomi KH Ahmad Dahlan
0,Sekolah Tinggi Teknik Ypm Sepanjang
0,Sekolah Tinggi Ilmu Ekonomi YPM Sepanjang
27,Sekolah Tinggi Ilmu Ekonomi Al-Anwar
0,Sekolah Tinggi Ilmu Ekonomi Wahidiyah
53,Sekolah Tinggi Teknologi Stikma Internasional
51,Sekolah Tinggi Teknologi Nurul Jadid
15,Sekolah Tinggi Ilmu Ekonomi Nu Trate
0,Sekolah Tinggi Ilmu Ekonomi Canda Bhirawa
16,Sekolah Tinggi Teknik Atlas Nusantara
15,Sekolah Tinggi Ilmu Ekonomi Pemnas Indonesia
25,STMIK PPKIA Pradnya Paramita
13,Sekolah Tinggi Teknologi Gempol
16,Sekolah Tinggi Ilmu Ekonomi Gempol
15,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban
15,Sekolah Tinggi Ilmu Ekonomi Pemuda
0,Sekolah Tinggi Ilmu Hukum Ypm Sepanjang
37,Sekolah Tinggi Ilmu Ekonomi Asia Malang
25,Sekolah Tinggi Ilmu Ekonomi Indocakti
16,STMIK Kadiri
15,Sekolah Tinggi Teknologi Pomosda
45,Sekolah Tinggi Ilmu Ekonomi YAPAN
17,Sekolah Tinggi Ilmu Ekonomi Yadika Bangil
66,STMIK Asia Malang
6,STMIK Cahaya Surya
3,Sekolah Tinggi Bahasa Asing Cahaya Surya
0,STMIK Bahrul  ulum Jombang
30,STIKES Insan Unggul Surabaya
28,STMIK Patria Wacana
53,STIKES Surya Mitra Husada
45,Sekolah Tinggi Ilmu Kesehatan Majapahit
40,Sekolah Tinggi Teknik Qomaruddin
42,Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara
57,STIKES Bina Sehat PPNI Mojokerto
85,STIKES Insan Cendekia Medika Jombang
44,STIKES Karya Husada Kediri
59,STKIP Bina Insan Mandiri
40,STIKES Muhammadiyah Lamongan
40,Sekolah Tinggi Ilmu Kesehatan Hang Tuah
28,STIKES Katolik St Vincentius A Paulo Surabaya
15,STIKES Insan Se Agung
29,STIKES Patria Husada
14,STIKES Bhakti Mulia
40,STIKES Banyuwangi
33,STIKES Satria Bhakti Nganjuk
32,Sekolah Tinggi Ilmu Kesehatan Husada Jombang
32,STIKES Dian Husada
0,STIKES Yarsi Surabaya
22,STIKES RS Baptis Kediri
33,Sekolah Tinggi Ilmu Kesehatan Maharani
36,Sekolah Tinggi Ilmu Kesehatan Pemkab Jombang
33,STIKES Widyagama Husada Malang
28,Sekolah Tinggi Ilmu Kesehatan Surabaya
0,Sekolah Tinggi Ilmu Kesehatan Bakti Indonesia
16,STIKES Bahrul Ulum Jombang
33,STIKES Nahdlatul Ulama Tuban
25,Sekolah Tinggi Ilmu Kesehatan Kepanjen
30,STIKES Hafshawaty Pesantren Zainul Hasan
35,Sekolah Tinggi Ilmu Kesehatan Kendedes
42,STIKES Dr. Soebandi Jember
50,Sekolah Tinggi Ilmu Kesehatan Ngudia Husada Madura
27,STIKES Ganesha Husada Kediri
33,STIKES Widya Cipta Husada
31,Sekolah Tinggi Ilmu Kesehatan Nurul Jadid
15,STIKES Insan Cendekia Husada Bojonegoro
31,STIKES Hutama Abdi Husada Tulungagung
19,Sekolah Tinggi Ilmu Kesehatan William Booth
0,STKIP Doktor Nugroho Magetan
59,STIKES Bhakti Husada Mulia
20,STIKES Yayasan RS. Dr. Soetomo
14,STIKES Buana Husada Ponorogo
0,Sekolah Tinggi Manajemen Semen Indonesia
14,STIKES Bhakti Al-Qodiri
17,STKIP Al Hikmah Surabaya
7,STIKES Karya Putra Bangsa Tulungagung
15,STIKES Muhammadiyah Bojonegoro
27,STKIP Modern Ngawi
14,STIKES Delima Persada Gresik
16,STKIP Qomaruddin Gresik
18,STIKES Rumah Sakit Anwar Medika
13,STIE Bakti Bangsa
4,Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa
0,STIKES Arrahma Mandiri Indonesia
0,Akademi Teknologi Industri Tekstil Surabaya
12,Akademi Sekretari Dan Manajemen Indonesia Surabaya
4,Akademi Akupunktur Surabaya
0,Akademi Teknik Nasional Sidoarjo
0,Akademi Bahasa Asing Webb
0,Akademi Bahasa Asing Bakti Pertiwi
6,Akademi Manajemen Koperasi Kediri
4,Akademi Manajemen Koperasi Tantular
0,Akademi Pariwisata Prapanca Surabaya
12,Akademi Manajemen Perpajakan Indonesia Blitar
0,Akademi Perikanan Qomaruddin
7,Akademi Manajemen Informatika Dan Komputer Jombang
6,Akademi Akuntansi PGRI Jember
10,Akademi Pariwisata 17 Agustus 1945 Surabaya
0,Akademi Pariwisata Ardjuna Malang
6,Akademi Pariwisata Muhammadiyah Jember
12,Akademi Sekretari Widya Mandala Surabaya
16,Akademi Pariwisata Majapahit
19,Akademi Manajemen Informatika Dan Komputer Taruna
26,AMIK Ibrahimy
17,Akademi Perikanan Ibrahimy
0,Akademi Analis Kesehatan Unmuh Surabaya
5,Akademi Keperawatan Bahrul  Ulum Jombang
7,ASM Widya Mandala Madiun
8,Akademi Keperawatan Dian Husada
0,Akademi Kebidanan Darul  Ulum Jombang
0,Akademi Analis Kesehatan YPM Sidoarjo
11,Akademi Keperawatan Hafshawaty Zainul Hasan
14,Akademi Kebidanan Dharma Husada Kediri
0,Akademi Perekam Medik Dan Infokes Pena Husada
13,Akademi Keperawatan Dharma Husada Kediri
8,Akademi Keperawatan Pamenang
7,Akademi Keperawatan Nazhatut Thullab Sampang
12,Akademi Keperawatan Kerta Cendekia Sidoarjo
9,Akademi Kelautan Banyuwangi
0,Akademi Keperawatan Kendedes
13,Akademi Kebidanan Pamenang
0,Akademi Kebidanan Nahdlatul Ulama Tuban
11,Akademi Kuliner Monas Pasifik
21,Akademi Pariwisata Dan Perhotelan Ganesha
0,Akademi Keperawatan Rustida
0,Akademi Kebidanan Ngudia Husada Madura
14,Akademi Kebidanan Griya Husada
0,Akademi Keperawatan Bina Sehat PPNI Mojokerto
7,Akademi Kebidanan Jember
0,AKBID Siti Khotidjah Muhammadiyah Sepanjang
10,Akademi Keperawatan William Booth Surabaya
17,Akademi Keperawatan Adi Husada
25,Akademi Kesehatan Rajekwesi Bojonegoro
4,Akademi Keperawatan Pemerintah Kabupaten Ngawi
7,Akademi Refraksi Optisi Surabaya
19,Akademi Farmasi Putera Indonesia Malang
0,Akademi Kebidanan Kendedes Malang
9,Akademi Analis Farmasi dan Makanan Putra Indonesia Malang
9,Akbid Harapan Mulya Ponorogo
9,Akademi Kebidanan Mitra Sehat Sidoarjo
0,Akademi Keperawatan Pemkab Jombang
0,Akademi Kebidanan Bhakti Husada Mulia
11,Akademi Kebidanan Mandiri Gresik
10,Akademi Kebidanan Delima Persada Gresik
12,Akademi Kebidanan Bina Husada Jember
10,Akademi Kebidanan Aifa Husada
20,Akademi Kebidanan Ar-Rahma 
11,Akademi Keperawatan Panti Waluya Malang
14,Akademi Kebidanan Medika Wiyata Kediri
35,Akademi Kebidanan Wira Husada Nusantara
11,Akademi Analis Farmasi Dan Makanan Sunan Giri
11,Akademi Kebidanan Wijaya Kusuma Malang
15,Akademi Kebidanan Hafshawaty Zainul Hasan Genggong
6,Akademi Kebidanan Wiyata Mitra Husada Nganjuk
13,Akademi Kebidanan Sakinah
0,AKPER Hutama Abdi Husada Pemkab Tulungagung
13,Akademi Kebidanan Muhammadiyah Madiun
8,Akademi Kesehatan Arga Husada
10,Akademi Analis Kesehatan Malang
0,Akademi Kebidanan Bakti Indonesia Banyuwangi
7,Akademi Kebidanan Berlian Nusantara
14,Akademi Kebidanan Ibrahimy Situbondo
5,Akademi Kebidanan PGRI Kediri
7,Akademi Kebidanan Wahana Sehat Sidoarjo
